;club_name;player_name;age;position;club_involved_name;fee;transfer_movement;transfer_period;fee_cleaned;league_name;year;season;player_url;id-name
474;AS Monaco;Youssef Aït Bennasser;19.0;Central Midfield;AS Nancy;£2.70m;in;Summer;2.7;Ligue 1;2016;2016/2017;https://sofifa.com/player/230042/youssef-ait-bennasser/170002;youssef-aït-bennasser
475;Borussia Dortmund;Andriy Yarmolenko;27.0;Right Winger;Dynamo Kyiv;£22.50m;in;Summer;22.5;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/194794/andriy-yarmolenko/180002;andriy-yarmolenko
476;Atlético de Madrid;Luis Suárez;33.0;Centre-Forward;Barcelona;£6.30m;in;Summer;6.3;Primera Division;2020;2020/2021;0;luis-suárez
477;Atlético de Madrid;Ivan Saponjic;21.0;Centre-Forward;Benfica B;£450Th.;in;Summer;0.45;Primera Division;2019;2019/2020;https://sofifa.com/player/232207/ivan-saponjic/200002;ivan-saponjic
478;Burnley FC;Rouwen Hennings;27.0;Centre-Forward;Karlsruher SC;£2.25m;in;Summer;2.25;Championship;2015;2015/2016;https://sofifa.com/player/179516/rouwen-hennings/160002;rouwen-hennings
479;Borussia Dortmund;Maximilian Philipp;23.0;Second Striker;SC Freiburg;£18.00m;in;Summer;18.0;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/216497/maximilian-philipp/180002;maximilian-philipp
480;Tottenham Hotspur;Moussa Sissoko;27.0;Central Midfield;Newcastle;£31.50m;in;Summer;31.5;Premier League;2016;2016/2017;https://sofifa.com/player/183394/moussa-sissoko/170002;moussa-sissoko
481;RB Leipzig;Ademola Lookman;21.0;Left Winger;Everton;£16.20m;in;Summer;16.2;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/230899/ademola-lookman/200002;ademola-lookman
482;Atlético de Madrid;Ivo Grbic;24.0;Goalkeeper;NK Lokomotiva;£3.15m;in;Summer;3.15;Primera Division;2020;2020/2021;https://sofifa.com/player/258390/ivo-grbic/210002;ivo-grbic
483;CD Leganés;José Manuel Arnáiz;23.0;Left Winger;Barcelona B;£4.50m;in;Summer;4.5;Primera Division;2018;2018/2019;https://sofifa.com/player/231530/jose-manuel-arnaiz-diaz/190002;josé-manuel-arnáiz
484;Sevilla FC;Rafa Mir;24.0;Centre-Forward;Wolves;£14.40m;in;Summer;14.4;Primera Division;2021;2021/2022;https://sofifa.com/player/231628/rafael-mir-vicente/220002;rafa-mir
485;RB Leipzig;Christopher Nkunku;21.0;Attacking Midfield;Paris SG;£11.70m;in;Summer;11.7;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/232411/christopher-nkunku/200002;christopher-nkunku
486;Benevento Calcio;Bryan Dabo;28.0;Central Midfield;Fiorentina;£450Th.;in;Summer;0.45;Serie A;2020;2020/2021;https://sofifa.com/player/199170/bryan-dabo/210002;bryan-dabo
487;Borussia Dortmund;Ömer Toprak;27.0;Centre-Back;Bay. Leverkusen;£10.80m;in;Summer;10.8;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/185239/omer-toprak/180002;ömer-toprak
488;CD Leganés;Recio;27.0;Central Midfield;Málaga CF;£1.35m;in;Summer;1.35;Primera Division;2018;2018/2019;https://sofifa.com/player/201893/jose-luis-garcia-del-pozo/190002;
489;VfL Wolfsburg;Sebastiaan Bornauw;22.0;Centre-Back;1. FC Köln;£12.15m;in;Summer;12.15;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/242663/sebastiaan-bornauw/220002;sebastiaan-bornauw
490;Burnley FC;Matthew Lowton;26.0;Right-Back;Aston Villa;£1.26m;in;Summer;1.26;Championship;2015;2015/2016;https://sofifa.com/player/199633/matthew-lowton/160002;matthew-lowton
491;Tottenham Hotspur;Vincent Janssen;22.0;Centre-Forward;AZ Alkmaar;£19.80m;in;Summer;19.8;Premier League;2016;2016/2017;https://sofifa.com/player/226537/vincent-janssen/170002;vincent-janssen
492;PSV Eindhoven;Hirving Lozano;21.0;Right Winger;CF Pachuca;£11.25m;in;Summer;11.25;Eredivisie;2017;2017/2018;https://sofifa.com/player/221992/hirving-lozano/180002;hirving-lozano
493;Tottenham Hotspur;Victor Wanyama;25.0;Defensive Midfield;Southampton;£12.96m;in;Summer;12.96;Premier League;2016;2016/2017;https://sofifa.com/player/188942/victor-wanyama/170002;victor-wanyama
494;RB Leipzig;Hannes Wolf;20.0;Attacking Midfield;RB Salzburg;£10.80m;in;Summer;10.8;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/236935/hannes-wolf/200002;hannes-wolf
495;Sevilla FC;Gonzalo Montiel;24.0;Right-Back;River Plate;£9.90m;in;Summer;9.9;Primera Division;2021;2021/2022;https://sofifa.com/player/231340/gonzalo-montiel/220002;gonzalo-montiel
496;Burnley FC;Chris Long;20.0;Centre-Forward;Everton U21;£1.26m;in;Summer;1.26;Championship;2015;2015/2016;https://sofifa.com/player/216795/chris-long/160002;chris-long
497;Atlético de Madrid;Kévin Gameiro;29.0;Centre-Forward;Sevilla FC;£28.80m;in;Summer;28.8;Primera Division;2016;2016/2017;https://sofifa.com/player/176600/kevin-gameiro/170002;kévin-gameiro
498;VfL Wolfsburg;Luca Waldschmidt;25.0;Second Striker;Benfica;£10.80m;in;Summer;10.8;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/220085/luca-waldschmidt/220002;luca-waldschmidt
499;Borussia Dortmund;Mahmoud Dahoud;21.0;Central Midfield;Bor. M'gladbach;£10.80m;in;Summer;10.8;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/218339/mahmoud-dahoud/180002;mahmoud-dahoud
500;Burnley FC;Tendayi Darikwa;23.0;Right-Back;Chesterfield FC;£770Th.;in;Summer;0.77;Championship;2015;2015/2016;https://sofifa.com/player/200309/tendayi-darikwa/160002;tendayi-darikwa
501;RB Leipzig;Luan Cândido;18.0;Left-Back;Palmeiras;£7.20m;in;Summer;7.2;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/247865/luan-candido-de-almeida/200002;luan-cândido
502;Atlético de Madrid;Nicolás Gaitán;28.0;Attacking Midfield;Benfica;£22.50m;in;Summer;22.5;Primera Division;2016;2016/2017;0;nicolás-gaitán
503;Borussia Mönchengladbach;Josip Drmic;22.0;Centre-Forward;Bay. Leverkusen;£9.00m;in;Summer;9.0;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/198504/josip-drmic/160002;josip-drmic
504;PSV Eindhoven;Derrick Luckassen;22.0;Centre-Back;AZ Alkmaar;£4.50m;in;Summer;4.5;Eredivisie;2017;2017/2018;https://sofifa.com/player/224242/derrick-luckassen/180002;derrick-luckassen
505;Sevilla FC;Thomas Delaney;29.0;Defensive Midfield;Bor. Dortmund;£5.40m;in;Summer;5.4;Primera Division;2021;2021/2022;https://sofifa.com/player/193283/thomas-delaney/220002;thomas-delaney
506;Borussia Dortmund;Jadon Sancho;17.0;Left Winger;Man City U18;£7.05m;in;Summer;7.05;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/233049/jadon-sancho/180002;jadon-sancho
507;Tottenham Hotspur;Georges-Kevin N'Koudou;21.0;Left Winger;Marseille;£9.90m;in;Summer;9.9;Premier League;2016;2016/2017;https://sofifa.com/player/219732/georges-kevin-nkoudou/170002;georges-kevin-n'koudou
508;Huddersfield Town;Isaac Mbenza;23.0;Right Winger;Montpellier;£11.25m;in;Summer;11.25;Championship;2019;2019/2020;https://sofifa.com/player/227667/isaac-mbenza/200002;isaac-mbenza
509;CD Leganés;Josua Mejías;20.0;Centre-Back;Carabobo FC;£405Th.;in;Summer;0.405;Primera Division;2018;2018/2019;0;josua-mejías
510;Borussia Mönchengladbach;Thorgan Hazard;22.0;Left Winger;Chelsea;£7.20m;in;Summer;7.2;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/203486/thorgan-hazard/160002;thorgan-hazard
511;VfL Wolfsburg;Aster Vranckx;18.0;Central Midfield;KV Mechelen;£7.20m;in;Summer;7.2;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/252027/aster-vranckx/220002;aster-vranckx
512;AZ Alkmaar;Jesper Karlsson;22.0;Left Winger;Elfsborg;£2.34m;in;Summer;2.34;Eredivisie;2020;2020/2021;https://sofifa.com/player/231836/jesper-karlsson/210002;jesper-karlsson
513;Blackburn Rovers;Thomas Kaminski;27.0;Goalkeeper;KAA Gent;£450Th.;in;Summer;0.45;Championship;2020;2020/2021;https://sofifa.com/player/188400/thomas-kaminski/210002;thomas-kaminski
514;Borussia Dortmund;Jeremy Toljan;23.0;Right-Back;TSG Hoffenheim;£6.30m;in;Summer;6.3;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/214622/jeremy-toljan/180002;jeremy-toljan
515;Borussia Mönchengladbach;Nico Schulz;22.0;Left-Back;Hertha BSC;£3.60m;in;Summer;3.6;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/200536/nico-schulz/160002;nico-schulz
516;Sevilla FC;Ludwig Augustinsson;27.0;Left-Back;Werder Bremen;£4.95m;in;Summer;4.95;Primera Division;2021;2021/2022;https://sofifa.com/player/212678/ludwig-augustinsson/220002;ludwig-augustinsson
517;Atlético de Madrid;Sime Vrsaljko;24.0;Right-Back;Sassuolo;£12.60m;in;Summer;12.6;Primera Division;2016;2016/2017;https://sofifa.com/player/203890/sime-vrsaljko/170002;sime-vrsaljko
518;RB Leipzig;Philipp Tschauner;33.0;Goalkeeper;Hannover 96;£315Th.;in;Summer;0.315;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/158777/philipp-tschauner/200002;philipp-tschauner
519;Sporting CP;Raphinha;21.0;Right Winger;Vit. Guimarães;£5.85m;in;Summer;5.85;Liga Nos;2018;2018/2019;https://sofifa.com/player/233419/raphael-dias-belloli/190002;
520;VfL Wolfsburg;Lukas Nmecha;22.0;Centre-Forward;Man City;£7.20m;in;Summer;7.2;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/230084/lukas-nmecha/220002;lukas-nmecha
521;PSV Eindhoven;Eloy Room;28.0;Goalkeeper;Vitesse;£360Th.;in;Summer;0.36;Eredivisie;2017;2017/2018;https://sofifa.com/player/189084/eloy-room/180002;eloy-room
522;Borussia Mönchengladbach;Nico Elvedi;18.0;Centre-Back;FC Zürich;£3.60m;in;Summer;3.6;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/221491/nico-elvedi/160002;nico-elvedi
523;Blackburn Rovers;Aynsley Pears;22.0;Goalkeeper;Middlesbrough;£396Th.;in;Summer;0.396;Championship;2020;2020/2021;https://sofifa.com/player/240595/aynsley-pears/210002;aynsley-pears
524;FC Girondins Bordeaux;Nicolas de Préville;26.0;Centre-Forward;LOSC Lille;£7.20m;in;Summer;7.2;Ligue 1;2017;2017/2018;0;nicolas-de-préville
525;Atlético de Madrid;Diogo Jota;19.0;Left Winger;Paços Ferreira;£6.30m;in;Summer;6.3;Primera Division;2016;2016/2017;https://sofifa.com/player/224458/diogo-jose-teixeira-da-silva/170002;diogo-jota
526;VfL Wolfsburg;Maximilian Philipp;27.0;Second Striker;Dynamo Moscow;£6.75m;in;Summer;6.75;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/216497/maximilian-philipp/220002;maximilian-philipp
527;Atlético de Madrid;Jackson Martínez;28.0;Centre-Forward;FC Porto;£31.50m;in;Summer;31.5;Primera Division;2015;2015/2016;0;jackson-martínez
528;Huddersfield Town;Herbert Bockhorn;24.0;Right-Back;B. Dortmund II;£270Th.;in;Summer;0.27;Championship;2019;2019/2020;https://sofifa.com/player/252014/herbert-bockhorn/200002;herbert-bockhorn
529;Liverpool FC;Alisson;25.0;Goalkeeper;AS Roma;£56.25m;in;Summer;56.25;Premier League;2018;2018/2019;https://sofifa.com/player/212831/alisson-ramses-becker/190002;
530;LOSC Lille;Jonathan David;20.0;Centre-Forward;KAA Gent;£24.30m;in;Summer;24.3;Ligue 1;2020;2020/2021;https://sofifa.com/player/243630/jonathan-david/210002;jonathan-david
531;Atalanta BC;Juan Musso;27.0;Goalkeeper;Udinese Calcio;£18.00m;in;Summer;18.0;Serie A;2021;2021/2022;https://sofifa.com/player/214979/juan-musso/220002;juan-musso
532;FC Girondins Bordeaux;Jonathan Cafú;26.0;Right Winger;Ludogorets;£6.75m;in;Summer;6.75;Ligue 1;2017;2017/2018;https://sofifa.com/player/223543/jonathan-renato-barbosa/180002;jonathan-cafú
533;AZ Alkmaar;Dani de Wit;21.0;Attacking Midfield;Ajax;£1.80m;in;Summer;1.8;Eredivisie;2019;2019/2020;https://sofifa.com/player/239361/dani-de-wit/200002;dani-de-wit
534;Sporting CP;Abdoulay Diaby;27.0;Right Winger;Club Brugge;£4.05m;in;Summer;4.05;Liga Nos;2018;2018/2019;https://sofifa.com/player/202330/abdoulay-diaby/190002;abdoulay-diaby
535;LOSC Lille;Sven Botman;20.0;Centre-Back;Ajax U21;£7.20m;in;Summer;7.2;Ligue 1;2020;2020/2021;https://sofifa.com/player/251809/sven-botman/210002;sven-botman
536;AS Monaco;Ivan Cavaleiro;21.0;Right Winger;Benfica;£13.50m;in;Summer;13.5;Ligue 1;2015;2015/2016;https://sofifa.com/player/212267/ivan-cavaleiro/160002;ivan-cavaleiro
537;Atlético de Madrid;Axel Werner;20.0;Goalkeeper;Rafaela;£720Th.;in;Summer;0.72;Primera Division;2016;2016/2017;https://sofifa.com/player/215213/axel-werner/170002;axel-werner
538;Sporting CP;Bas Dost;27.0;Centre-Forward;VfL Wolfsburg;£10.67m;in;Summer;10.67;Liga Nos;2016;2016/2017;https://sofifa.com/player/189068/bas-dost/170002;bas-dost
539;Atlético de Madrid;Luciano Vietto;21.0;Left Winger;Villarreal;£18.00m;in;Summer;18.0;Primera Division;2015;2015/2016;https://sofifa.com/player/207441/luciano-vietto/160002;luciano-vietto
540;Bayer 04 Leverkusen;Kerem Demirbay;25.0;Central Midfield;TSG Hoffenheim;£28.80m;in;Summer;28.8;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/211748/kerem-demirbay/200002;kerem-demirbay
541;Boavista FC;Reggie Cannon;22.0;Right-Back;Dallas;£2.25m;in;Summer;2.25;Liga Nos;2020;2020/2021;https://sofifa.com/player/237000/reggie-cannon/210002;reggie-cannon
542;VfL Wolfsburg;Micky van de Ven;20.0;Centre-Back;FC Volendam;£3.15m;in;Summer;3.15;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/264453/micky-van-de-ven/220002;micky-van-de-ven
543;FC Girondins Bordeaux;Otávio;23.0;Defensive Midfield;Atlético-PR;£4.50m;in;Summer;4.5;Ligue 1;2017;2017/2018;https://sofifa.com/player/222715/otavio-henrique-passos-santos/180002;
544;Liverpool FC;Naby Keïta;23.0;Central Midfield;RB Leipzig;£54.00m;in;Summer;54.0;Premier League;2018;2018/2019;0;naby-keïta
545;Atalanta BC;Cristian Romero;23.0;Centre-Back;Juventus;£14.40m;in;Summer;14.4;Serie A;2021;2021/2022;https://sofifa.com/player/232488/cristian-romero/220002;cristian-romero
546;Tottenham Hotspur;Davinson Sánchez;21.0;Centre-Back;Ajax;£37.80m;in;Summer;37.8;Premier League;2017;2017/2018;https://sofifa.com/player/220793/davinson-sanchez/180002;davinson-sánchez
547;Borussia Mönchengladbach;Lars Stindl;26.0;Second Striker;Hannover 96;£2.70m;in;Summer;2.7;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/187072/lars-stindl/160002;lars-stindl
548;Blackburn Rovers;Antonis Stergiakis;21.0;Goalkeeper;Slavia Sofia;£99Th.;in;Summer;0.099;Championship;2020;2020/2021;0;antonis-stergiakis
549;CD Leganés;Facundo García;18.0;Central Midfield;Olimpo;£315Th.;in;Summer;0.315;Primera Division;2018;2018/2019;https://sofifa.com/player/241146/facundo-garcia/190002;facundo-garcía
550;AZ Alkmaar;Zakaria Aboukhlal;19.0;Left Winger;PSV U21;£1.80m;in;Summer;1.8;Eredivisie;2019;2019/2020;https://sofifa.com/player/248564/zakaria-aboukhlal/200002;zakaria-aboukhlal
551;Sporting CP;Alan Ruiz;22.0;Attacking Midfield;San Lorenzo;£4.36m;in;Summer;4.36;Liga Nos;2016;2016/2017;https://sofifa.com/player/213582/alan-ruiz/170002;alan-ruiz
552;AZ Alkmaar;Fred Friday;21.0;Centre-Forward;Lillestrøm;£1.35m;in;Summer;1.35;Eredivisie;2016;2016/2017;https://sofifa.com/player/219566/fred-friday/170002;fred-friday
553;Bayer 04 Leverkusen;Moussa Diaby;19.0;Left Winger;Paris SG;£13.50m;in;Summer;13.5;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/241852/moussa-diaby/200002;moussa-diaby
554;Atlético de Madrid;Filipe Luís;29.0;Left-Back;Chelsea;£14.40m;in;Summer;14.4;Primera Division;2015;2015/2016;https://sofifa.com/player/164169/filipe-luis-kasmirski/160002;filipe-luís
555;Tottenham Hotspur;Serge Aurier;24.0;Right-Back;Paris SG;£22.50m;in;Summer;22.5;Premier League;2017;2017/2018;https://sofifa.com/player/197853/serge-aurier/180002;serge-aurier
556;Atalanta BC;Teun Koopmeiners;23.0;Defensive Midfield;AZ Alkmaar;£10.80m;in;Summer;10.8;Serie A;2021;2021/2022;https://sofifa.com/player/240679/teun-koopmeiners/220002;teun-koopmeiners
557;Boavista FC;Alberth Elis;24.0;Right Winger;Houston;£900Th.;in;Summer;0.9;Liga Nos;2020;2020/2021;https://sofifa.com/player/236245/alberth-elis/210002;alberth-elis
558;Atalanta BC;Davide Zappacosta;29.0;Right-Back;Chelsea;£8.10m;in;Summer;8.1;Serie A;2021;2021/2022;https://sofifa.com/player/216150/davide-zappacosta/220002;davide-zappacosta
559;Liverpool FC;Fabinho;24.0;Defensive Midfield;Monaco;£40.50m;in;Summer;40.5;Premier League;2018;2018/2019;https://sofifa.com/player/209499/fabio-henrique-tavares/190002;
560;AS Monaco;Adama Traoré;20.0;Central Midfield;LOSC Lille;£12.60m;in;Summer;12.6;Ligue 1;2015;2015/2016;https://sofifa.com/player/213956/adama-traore-diarra/160002;adama-traoré
561;LOSC Lille;Orestis Karnezis;35.0;Goalkeeper;SSC Napoli;£4.50m;in;Summer;4.5;Ligue 1;2020;2020/2021;https://sofifa.com/player/183497/orestis-karnezis/210002;orestis-karnezis
562;Bayer 04 Leverkusen;Nadiem Amiri;22.0;Attacking Midfield;TSG Hoffenheim;£8.10m;in;Summer;8.1;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/225309/nadiem-amiri/200002;nadiem-amiri
563;FC Girondins Bordeaux;Youssouf Sabaly;24.0;Right-Back;Paris SG;£3.60m;in;Summer;3.6;Ligue 1;2017;2017/2018;https://sofifa.com/player/215699/youssouf-sabaly/180002;youssouf-sabaly
564;Sporting CP;Bruno Paulista;20.0;Defensive Midfield;EC Bahia;£3.15m;in;Summer;3.15;Liga Nos;2016;2016/2017;https://sofifa.com/player/225903/bruno-jacinto-da-silva/170002;bruno-paulista
565;AS Monaco;Rony Lopes;19.0;Right Winger;Man City;£10.80m;in;Summer;10.8;Ligue 1;2015;2015/2016;0;rony-lopes
566;Sporting CP;Bruno Gaspar;25.0;Right-Back;Fiorentina;£4.05m;in;Summer;4.05;Liga Nos;2018;2018/2019;https://sofifa.com/player/225402/bruno-miguel-boialvo-gaspar/190002;bruno-gaspar
567;Atalanta BC;Matteo Lovato;21.0;Centre-Back;Hellas Verona;£7.20m;in;Summer;7.2;Serie A;2021;2021/2022;https://sofifa.com/player/258946/matteo-lovato/220002;matteo-lovato
568;Tottenham Hotspur;Fernando Llorente;32.0;Centre-Forward;Swansea;£13.59m;in;Summer;13.59;Premier League;2017;2017/2018;0;fernando-llorente
569;Bayer 04 Leverkusen;Daley Sinkgraven;23.0;Left-Back;Ajax;£4.50m;in;Summer;4.5;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/216380/daley-sinkgraven/200002;daley-sinkgraven
570;Boavista FC;Jackson Porozo;20.0;Centre-Back;Santos FC;£450Th.;in;Summer;0.45;Liga Nos;2020;2020/2021;0;jackson-porozo
571;Sporting CP;Elias;31.0;Central Midfield;Corinthians;£2.25m;in;Summer;2.25;Liga Nos;2016;2016/2017;https://sofifa.com/player/187763/elias-mendes-trindade/170002;
572;FC Girondins Bordeaux;Lukas Lerager;23.0;Central Midfield;Zulte Waregem;£3.15m;in;Summer;3.15;Ligue 1;2017;2017/2018;https://sofifa.com/player/217605/lukas-lerager/180002;lukas-lerager
573;FC Girondins Bordeaux;Laurent Koscielny;33.0;Centre-Back;Arsenal;£4.50m;in;Summer;4.5;Ligue 1;2019;2019/2020;https://sofifa.com/player/165229/laurent-koscielny/200002;laurent-koscielny
574;Atlético de Madrid;Yannick Carrasco;21.0;Left Winger;Monaco;£13.50m;in;Summer;13.5;Primera Division;2015;2015/2016;0;yannick-carrasco
575;LOSC Lille;Isaac Lihadji;18.0;Right Winger;Marseille B;£270Th.;in;Summer;0.27;Ligue 1;2020;2020/2021;https://sofifa.com/player/252594/isaac-lihadji/210002;isaac-lihadji
576;AZ Alkmaar;Wout Weghorst;23.0;Centre-Forward;Heracles Almelo;£1.35m;in;Summer;1.35;Eredivisie;2016;2016/2017;https://sofifa.com/player/223689/wout-weghorst/170002;wout-weghorst
577;Bayer 04 Leverkusen;Patrik Schick;24.0;Centre-Forward;AS Roma;£23.85m;in;Summer;23.85;1 Bundesliga;2020;2020/2021;https://sofifa.com/player/234236/patrik-schick/210002;patrik-schick
578;Liverpool FC;Xherdan Shaqiri;26.0;Right Winger;Stoke City;£13.23m;in;Summer;13.23;Premier League;2018;2018/2019;https://sofifa.com/player/193348/xherdan-shaqiri/190002;xherdan-shaqiri
579;Chelsea FC;Mateo Kovacic;25.0;Central Midfield;Real Madrid;£40.50m;in;Summer;40.5;Premier League;2019;2019/2020;https://sofifa.com/player/207410/mateo-kovacic/200002;mateo-kovacic
580;Blackpool FC;Jordan Lawrence-Gabriel;22.0;Right-Back;Nottm Forest;£788Th.;in;Summer;0.788;Championship;2021;2021/2022;https://sofifa.com/player/232106/jordan-lawrence-gabriel/220002;jordan-lawrence-gabriel
581;AS Monaco;Gabriel Boschilia;19.0;Attacking Midfield;São Paulo;£8.15m;in;Summer;8.15;Ligue 1;2015;2015/2016;https://sofifa.com/player/221701/gabriel-boschilia/160002;gabriel-boschilia
582;FC Girondins Bordeaux;Vukasin Jovanovic;21.0;Centre-Back;Zenit S-Pb;£2.70m;in;Summer;2.7;Ligue 1;2017;2017/2018;https://sofifa.com/player/233219/vukasin-jovanovic/180002;vukasin-jovanovic
583;Bologna FC 1909;Simone Verdi;23.0;Attacking Midfield;AC Milan;£5.76m;in;Summer;5.76;Serie A;2016;2016/2017;https://sofifa.com/player/196889/simone-verdi/170002;simone-verdi
584;Sporting CP;Luc Castaignos;23.0;Centre-Forward;E. Frankfurt;£2.25m;in;Summer;2.25;Liga Nos;2016;2016/2017;https://sofifa.com/player/198175/luc-castaignos/170002;luc-castaignos
585;FC Girondins Bordeaux;Ui-jo Hwang;26.0;Centre-Forward;Gamba Osaka;£1.80m;in;Summer;1.8;Ligue 1;2019;2019/2020;https://sofifa.com/player/212260/ui-jo-hwang/200002;ui-jo-hwang
586;Atlético de Madrid;Stefan Savic;24.0;Centre-Back;Fiorentina;£10.80m;in;Summer;10.8;Primera Division;2015;2015/2016;https://sofifa.com/player/204639/stefan-savic/160002;stefan-savic
587;Sporting CP;Emiliano Viviano;32.0;Goalkeeper;Sampdoria;£1.71m;in;Summer;1.71;Liga Nos;2018;2018/2019;https://sofifa.com/player/168354/emiliano-viviano/190002;emiliano-viviano
